fare_id,route_id,origin_id,destination_id,contains_id
87,,23,44,
93,,24,44,
98,,25,44,
107,,26,44,
113,,27,44,
92,,28,44,
112,,29,44,
120,,30,44,
111,,31,44,
62,,32,44,
107,,33,44,
100,,34,44,
97,,35,44,
90,,36,44,
83,,37,44,
73,,38,44,
62,,39,44,
35,,40,44,
35,,41,44,
35,,42,44,
35,,43,44,
104,,44,44,
35,,45,44,
35,,46,44,
35,,47,44,
55,,48,44,
66,,5,45,
73,,6,45,
159,,7,45,
82,,8,45,
110,,49,45,
87,,10,45,
83,,11,45,
80,,12,45,
77,,13,45,
76,,14,45,
74,,15,45,
71,,16,45,
67,,17,45,
67,,18,45,
67,,19,45,
75,,20,45,
79,,21,45,
84,,22,45,
88,,23,45,
94,,24,45,
99,,25,45,
108,,26,45,
114,,27,45,
93,,28,45,
113,,29,45,
121,,30,45,
112,,31,45,
60,,32,45,
108,,33,45,
101,,34,45,
98,,35,45,
91,,36,45,
84,,37,45,
75,,38,45,
64,,39,45,
35,,40,45,
35,,41,45,
35,,42,45,
35,,43,45,
35,,44,45,
104,,45,45,
35,,46,45,
35,,47,45,
55,,48,45,
61,,5,46,
68,,6,46,
154,,7,46,
78,,8,46,
113,,49,46,
90,,10,46,
86,,11,46,
83,,12,46,
80,,13,46,
79,,14,46,
77,,15,46,
75,,16,46,
72,,17,46,
72,,18,46,
72,,19,46,
78,,20,46,
81,,21,46,
87,,22,46,
91,,23,46,
96,,24,46,
102,,25,46,
110,,26,46,
117,,27,46,
96,,28,46,
116,,29,46,
124,,30,46,
114,,31,46,
58,,32,46,
111,,33,46,
103,,34,46,
100,,35,46,
94,,36,46,
87,,37,46,
77,,38,46,
68,,39,46,
35,,40,46,
35,,41,46,
35,,42,46,
35,,43,46,
35,,44,46,
35,,45,46,
104,,46,46,
35,,47,46,
55,,48,46,
58,,5,47,
66,,6,47,
152,,7,47,
75,,8,47,
114,,49,47,
91,,10,47,
87,,11,47,
84,,12,47,
81,,13,47,
80,,14,47,
78,,15,47,
76,,16,47,
74,,17,47,
74,,18,47,
74,,19,47,
79,,20,47,
83,,21,47,
88,,22,47,
92,,23,47,
98,,24,47,
103,,25,47,
112,,26,47,
118,,27,47,
97,,28,47,
117,,29,47,
125,,30,47,
116,,31,47,
58,,32,47,
112,,33,47,
104,,34,47,
102,,35,47,
95,,36,47,
88,,37,47,
78,,38,47,
71,,39,47,
35,,40,47,
35,,41,47,
35,,42,47,
35,,43,47,
35,,44,47,
35,,45,47,
35,,46,47,
104,,47,47,
55,,48,47,
58,,5,48,
58,,6,48,
148,,7,48,
71,,8,48,
117,,49,48,
93,,10,48,
90,,11,48,
87,,12,48,
83,,13,48,
82,,14,48,
80,,15,48,
78,,16,48,
76,,17,48,
76,,18,48,
76,,19,48,
82,,20,48,
85,,21,48,
90,,22,48,
95,,23,48,
100,,24,48,
105,,25,48,
114,,26,48,
120,,27,48,
100,,28,48,
120,,29,48,
127,,30,48,
118,,31,48,
58,,32,48,
114,,33,48,
107,,34,48,
104,,35,48,
98,,36,48,
91,,37,48,
81,,38,48,
75,,39,48,
59,,40,48,
59,,41,48,
59,,42,48,
59,,43,48,
55,,44,48,
55,,45,48,
55,,46,48,
55,,47,48,
104,,48,48,
