fare_id,route_id,origin_id,destination_id,contains_id
35,,35,34,
35,,36,34,
35,,37,34,
62,,38,34,
69,,39,34,
98,,40,34,
98,,41,34,
98,,42,34,
98,,43,34,
100,,44,34,
101,,45,34,
103,,46,34,
104,,47,34,
107,,48,34,
107,,5,35,
112,,6,35,
195,,7,35,
118,,8,35,
101,,49,35,
74,,10,35,
71,,11,35,
68,,12,35,
65,,13,35,
63,,14,35,
62,,15,35,
62,,16,35,
63,,17,35,
63,,18,35,
63,,19,35,
66,,20,35,
70,,21,35,
75,,22,35,
79,,23,35,
84,,24,35,
90,,25,35,
99,,26,35,
105,,27,35,
84,,28,35,
104,,29,35,
35,,30,35,
35,,31,35,
104,,32,35,
35,,33,35,
35,,34,35,
104,,35,35,
35,,36,35,
35,,37,35,
58,,38,35,
66,,39,35,
95,,40,35,
95,,41,35,
95,,42,35,
95,,43,35,
97,,44,35,
98,,45,35,
100,,46,35,
102,,47,35,
104,,48,35,
100,,5,36,
105,,6,36,
189,,7,36,
111,,8,36,
95,,49,36,
68,,10,36,
65,,11,36,
61,,12,36,
58,,13,36,
56,,14,36,
53,,15,36,
52,,16,36,
55,,17,36,
55,,18,36,
55,,19,36,
60,,20,36,
63,,21,36,
69,,22,36,
73,,23,36,
78,,24,36,
83,,25,36,
92,,26,36,
98,,27,36,
78,,28,36,
98,,29,36,
67,,30,36,
55,,31,36,
97,,32,36,
35,,33,36,
35,,34,36,
35,,35,36,
104,,36,36,
35,,37,36,
48,,38,36,
59,,39,36,
89,,40,36,
89,,41,36,
89,,42,36,
89,,43,36,
90,,44,36,
91,,45,36,
94,,46,36,
95,,47,36,
98,,48,36,
94,,5,37,
98,,6,37,
182,,7,37,
104,,8,37,
88,,49,37,
61,,10,37,
58,,11,37,
53,,12,37,
47,,13,37,
45,,14,37,
42,,15,37,
35,,16,37,
44,,17,37,
44,,18,37,
44,,19,37,
50,,20,37,
56,,21,37,
62,,22,37,
66,,23,37,
71,,24,37,
76,,25,37,
85,,26,37,
91,,27,37,
71,,28,37,
91,,29,37,
73,,30,37,
64,,31,37,
90,,32,37,
35,,33,37,
35,,34,37,
35,,35,37,
35,,36,37,
104,,37,37,
35,,38,37,
48,,39,37,
82,,40,37,
82,,41,37,
82,,42,37,
82,,43,37,
83,,44,37,
84,,45,37,
87,,46,37,
88,,47,37,
91,,48,37,
84,,5,38,
88,,6,38,
172,,7,38,
94,,8,38,
79,,49,38,
49,,10,38,
43,,11,38,
38,,12,38,
35,,13,38,
35,,14,38,
35,,15,38,
35,,16,38,
35,,17,38,
35,,18,38,
35,,19,38,
36,,20,38,
41,,21,38,
50,,22,38,
56,,23,38,
62,,24,38,
67,,25,38,
76,,26,38,
82,,27,38,
62,,28,38,
82,,29,38,
83,,30,38,
74,,31,38,
80,,32,38,
70,,33,38,
62,,34,38,
58,,35,38,
48,,36,38,
35,,37,38,
104,,38,38,
35,,39,38,
70,,40,38,
70,,41,38,
70,,42,38,
70,,43,38,
73,,44,38,
75,,45,38,
77,,46,38,
78,,47,38,
81,,48,38,
78,,5,39,
83,,6,39,
166,,7,39,
89,,8,39,
79,,49,39,
55,,10,39,
49,,11,39,
44,,12,39,
39,,13,39,
36,,14,39,
35,,15,39,
35,,16,39,
35,,17,39,
35,,18,39,
35,,19,39,
35,,20,39,
39,,21,39,
48,,22,39,
55,,23,39,
62,,24,39,
67,,25,39,
76,,26,39,
82,,27,39,
62,,28,39,
82,,29,39,
89,,30,39,
80,,31,39,
75,,32,39,
76,,33,39,
69,,34,39,
66,,35,39,
59,,36,39,
48,,37,39,
35,,38,39,
104,,39,39,
58,,40,39,
58,,41,39,
58,,42,39,
58,,43,39,
62,,44,39,
64,,45,39,
68,,46,39,
71,,47,39,
75,,48,39,
71,,5,40,
78,,6,40,
162,,7,40,
85,,8,40,
108,,49,40,
85,,10,40,
81,,11,40,
78,,12,40,
74,,13,40,
73,,14,40,
70,,15,40,
66,,16,40,
62,,17,40,
62,,18,40,
62,,19,40,
70,,20,40,
76,,21,40,
82,,22,40,
86,,23,40,
91,,24,40,
97,,25,40,
105,,26,40,
112,,27,40,
91,,28,40,
111,,29,40,
119,,30,40,
109,,31,40,
65,,32,40,
106,,33,40,
98,,34,40,
95,,35,40,
89,,36,40,
82,,37,40,
70,,38,40,
58,,39,40,
104,,40,40,
35,,41,40,
35,,42,40,
35,,43,40,
35,,44,40,
35,,45,40,
35,,46,40,
35,,47,40,
59,,48,40,
71,,5,41,
78,,6,41,
162,,7,41,
85,,8,41,
108,,49,41,
85,,10,41,
81,,11,41,
78,,12,41,
74,,13,41,
73,,14,41,
70,,15,41,
66,,16,41,
62,,17,41,
62,,18,41,
62,,19,41,
70,,20,41,
76,,21,41,
82,,22,41,
86,,23,41,
91,,24,41,
97,,25,41,
105,,26,41,
112,,27,41,
91,,28,41,
111,,29,41,
119,,30,41,
109,,31,41,
65,,32,41,
106,,33,41,
98,,34,41,
95,,35,41,
89,,36,41,
82,,37,41,
70,,38,41,
58,,39,41,
35,,40,41,
104,,41,41,
35,,42,41,
35,,43,41,
35,,44,41,
35,,45,41,
35,,46,41,
35,,47,41,
59,,48,41,
71,,5,42,
78,,6,42,
162,,7,42,
85,,8,42,
108,,49,42,
85,,10,42,
81,,11,42,
78,,12,42,
74,,13,42,
73,,14,42,
70,,15,42,
66,,16,42,
62,,17,42,
62,,18,42,
62,,19,42,
70,,20,42,
76,,21,42,
82,,22,42,
86,,23,42,
91,,24,42,
97,,25,42,
105,,26,42,
112,,27,42,
91,,28,42,
111,,29,42,
119,,30,42,
109,,31,42,
65,,32,42,
106,,33,42,
98,,34,42,
95,,35,42,
89,,36,42,
82,,37,42,
70,,38,42,
58,,39,42,
35,,40,42,
35,,41,42,
104,,42,42,
35,,43,42,
35,,44,42,
35,,45,42,
35,,46,42,
35,,47,42,
59,,48,42,
71,,5,43,
78,,6,43,
162,,7,43,
85,,8,43,
108,,49,43,
85,,10,43,
81,,11,43,
78,,12,43,
74,,13,43,
73,,14,43,
70,,15,43,
66,,16,43,
62,,17,43,
62,,18,43,
62,,19,43,
70,,20,43,
76,,21,43,
82,,22,43,
86,,23,43,
91,,24,43,
97,,25,43,
105,,26,43,
112,,27,43,
91,,28,43,
111,,29,43,
119,,30,43,
109,,31,43,
65,,32,43,
106,,33,43,
98,,34,43,
95,,35,43,
89,,36,43,
82,,37,43,
70,,38,43,
58,,39,43,
35,,40,43,
35,,41,43,
35,,42,43,
104,,43,43,
35,,44,43,
35,,45,43,
35,,46,43,
35,,47,43,
59,,48,43,
68,,5,44,
75,,6,44,
161,,7,44,
83,,8,44,
109,,49,44,
86,,10,44,
83,,11,44,
79,,12,44,
76,,13,44,
75,,14,44,
73,,15,44,
69,,16,44,
65,,17,44,
65,,18,44,
65,,19,44,
73,,20,44,
78,,21,44,
83,,22,44,
