trip_id,start_time,end_time,headway_secs
TLNBSA,07:54:00,22:06:00,720
TLSBSA,07:54:00,22:18:00,720
TLNBSU,10:18:00,17:54:00,1440
TLSBSU,10:06:00,18:06:00,1440
TLNBWD,05:30:00,06:42:00,1440
TLNBWD,06:42:00,20:06:00,720
TLNBWD,20:06:00,22:06:00,1440
TLSBWD,05:18:00,06:54:00,1440
TLSBWD,06:54:00,20:18:00,720
TLSBWD,20:18:00,22:18:00,1440
