stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
25,,BLANCHARD ST & 1ST AVE,,47.6128082,-122.344826,1,,,
60,,1ST AVE & UNION ST,,47.6073265,-122.33876,1,,,
70,,1ST AVE & SENECA ST,,47.6057396,-122.337311,1,,,
130,,1ST AVE S & S JACKSON ST,,47.5995483,-122.334084,1,,,
150,,1ST AVE & YESLER WAY,,47.6022072,-122.334076,1,,,
170,,1ST AVE & MARION ST,,47.6043205,-122.335777,1,,,
180,,1ST AVE & SENECA ST,,47.6060791,-122.337379,1,,,
185,,SENECA ST & 2ND AVE,,47.6066742,-122.336044,1,,,
190,,1ST AVE & UNIVERSITY ST,,47.6071892,-122.338402,1,,,
200,,1ST AVE & PINE ST,,47.6097908,-122.340782,1,,,
220,,1ST AVE & LENORA ST,,47.6120949,-122.344193,1,,,
230,,1ST AVE & BELL ST,,47.6136627,-122.346848,1,,,
250,,2ND AVE & BELL ST,,47.6137047,-122.345245,1,,,
254,,LENORA ST & 6TH AVE,,47.6152916,-122.339577,21,,,
259,,BLANCHARD ST & 4TH AVE,,47.6145287,-122.342598,1,,,
260,,2ND AVE & LENORA ST,,47.6121635,-122.342628,1,,,
280,,2ND AVE & STEWART ST,,47.6107025,-122.340332,1,,,
300,,2ND AVE & PIKE ST,,47.6086464,-122.338448,1,,,
320,,2ND AVE & SENECA ST,,47.6062126,-122.336205,1,,,
340,,2ND AVE & MARION ST,,47.6044693,-122.334618,1,,,
360,,2ND AVE & CHERRY ST,,47.6030235,-122.333298,1,,,
361,,2ND AVE & JAMES ST,,47.6024818,-122.332802,1,,,
380,,2 AVE EXT S & S WASHINGTON ST,,47.6004562,-122.330948,1,,,
390,,2 AVE EXT S & S JACKSON ST,,47.5992661,-122.329849,1,,,
400,,3RD AVE & BELL ST,,47.6144447,-122.344513,1,,,
420,,3RD AVE & VIRGINIA ST,,47.612381,-122.341011,1,,,
430,,3RD AVE & PINE ST,,47.6109695,-122.339043,1,,,
431,,3RD AVE & PIKE ST,,47.609787,-122.337952,1,,,
450,,3RD AVE & UNION ST,,47.6082497,-122.336548,1,,,
455,,UNI ST TUNNEL STA,,47.6072502,-122.335754,1,,,
456,,UNI ST TUNNEL STA,,47.6076126,-122.336082,1,,,
468,,3RD AVE & SENECA ST,,47.6065025,-122.33493,1,,,
480,,3RD AVE & MARION ST,,47.6049919,-122.333565,1,,,
482,,COLUMBIA ST & 2ND AVE,,47.6038055,-122.333839,1,,,
490,,3RD AVE & COLUMBIA ST,,47.6037979,-122.332458,1,,,
500,,3RD AVE & JAMES ST,,47.6022301,-122.331039,1,,,
501,,PIO SQ TUNNEL STA,,47.6021461,-122.33107,1,,,
502,,PIO SQ TUNNEL STA,,47.6026077,-122.33149,1,,,
515,,3RD AVE S & S MAIN ST,,47.6002426,-122.330368,1,,,
531,,3RD AVE & JAMES ST,,47.6026421,-122.331177,1,,,
532,,PIO SQ TUNNEL STA,,47.6031952,-122.331573,1,,,
533,,PIO SQ TUNNEL STA,,47.6025772,-122.331017,1,,,
538,,3RD AVE & COLUMBIA ST,,47.6041908,-122.332588,1,,,
548,,3RD AVE & MADISON ST,,47.605545,-122.333824,1,,,
558,,3RD AVE & SENECA ST,,47.6070518,-122.335205,1,,,
565,,UNI ST TUNNEL STA,,47.6082497,-122.336166,1,,,
566,,UNI ST TUNNEL STA,,47.6077271,-122.335686,1,,,
570,,3RD AVE & UNION ST,,47.6086884,-122.336708,1,,,
578,,3RD AVE & PIKE ST,,47.6102943,-122.338173,1,,,
590,,3RD AVE & PINE ST,,47.6111336,-122.338974,1,,,
600,,3RD AVE & VIRGINIA ST,,47.6126671,-122.341194,1,,,
605,,3RD AVE & BELL ST,,47.6150398,-122.345207,1,,,
619,,4TH AVE S & S JACKSON ST,,47.599556,-122.328979,1,,,
620,,4TH AVE S & S JACKSON ST,,47.5988159,-122.328896,21,,,
621,,INTL DIST TNL STA,,47.5984535,-122.32782,71,,,
622,,INTL DIST TNL STA,,47.5979462,-122.32782,71,,,
623,,INTL DIST TNL STA,,47.5976601,-122.328217,71,,,
624,,INTL DIST TNL STA,,47.598381,-122.328186,71,,,
625,,S WASHINGTON ST & 4TH AVE S,,47.6008072,-122.329048,1,,,
628,,4TH AVE S & S WASHINGTON ST,,47.601223,-122.32888,1,,,
640,,4TH AVE & JAMES ST,,47.6031303,-122.330086,1,,,
648,,4TH AVE & CHERRY ST,,47.6043205,-122.331177,1,,,
660,,4TH AVE & MADISON ST,,47.6060677,-122.332779,1,,,
670,,4TH AVE & SENECA ST,,47.6074982,-122.334076,1,,,
675,,SENECA ST & 5TH AVE,,47.6080666,-122.333092,1,,,
682,,4TH AVE & UNIVERSITY ST,,47.6088219,-122.335289,1,,,
690,,4TH AVE & UNION ST,,47.6098022,-122.336174,1,,,
700,,4TH AVE & PIKE ST,,47.6108131,-122.337105,1,,,
720,,4TH AVE & STEWART ST,,47.6126251,-122.339127,1,,,
730,,4TH AVE & LENORA ST,,47.6140327,-122.341515,1,,,
740,,4TH AVE & BELL ST,,47.6153374,-122.343735,1,,,
760,,5TH AVE & PINE ST,,47.6116714,-122.336601,1,,,
790,,5TH AVE & SENECA ST,,47.608181,-122.333405,1,,,
800,,5TH AVE & SPRING ST,,47.6069641,-122.332298,1,,,
810,,5TH AVE & MARION ST,,47.605835,-122.331261,1,,,
820,,5TH AVE & JEFFERSON ST,,47.6030922,-122.328758,1,,,
840,,5TH AVE S & S JACKSON ST,,47.599884,-122.32756,1,,,
843,,5TH AVE S & S JACKSON ST,,47.5989799,-122.327774,21,,,
860,,5TH AVE & JAMES ST,,47.6035919,-122.328979,1,,,
880,,VIRGINIA ST & 6TH AVE,,47.6143188,-122.33828,1,,,
900,,VIRGINIA ST & 9TH AVE,,47.6165504,-122.335388,21,,,
910,,STEWART ST & YALE AVE,,47.6181145,-122.331345,21,,,
940,,STEWART ST & 9TH AVE,,47.6157036,-122.334457,21,,,
950,,STEWART ST & 7TH AVE,,47.614357,-122.336205,21,,,
970,,STEWART ST & 4TH AVE,,47.612133,-122.339073,1,,,
992,,HOWELL ST & 9TH AVE,,47.6146393,-122.333267,21,,,
1020,,HOWELL ST & YALE AVE,,47.61763,-122.329414,21,,,
1030,,OLIVE WAY & 4TH AVE,,47.6120911,-122.33857,1,,,
1040,,OLIVE WAY & 6TH AVE,,47.6130295,-122.336327,1,,,
1050,,OLIVE WAY & 8TH AVE,,47.6139336,-122.334167,21,,,
1070,,OLIVE WAY & TERRY AVE,,47.6149101,-122.331848,21,,,
1082,,CONV PL TNNL STA,,47.6141167,-122.331726,21,,,
1083,,CONV PL TNNL STA,,47.6142159,-122.331795,21,,,
1084,,CONV PL TNNL STA,,47.6142807,-122.331863,21,,,
1085,,PINE ST & 9TH AVE,,47.6133766,-122.332596,21,,,
1086,,CONV PL TNNL STA,,47.6142807,-122.331902,21,,,
1108,,WESTLAKE TNNL STA,,47.6113968,-122.337502,1,,,
1109,,WESTLAKE TNNL STA,,47.6117249,-122.336708,1,,,
1110,,PINE ST & 5TH AVE,,47.6117706,-122.336449,1,,,
1111,,PINE ST & 3RD AVE,,47.6108475,-122.338554,1,,,
1120,,PINE ST & 4TH AVE,,47.6111069,-122.33802,1,,,
1121,,WESTLAKE TNNL STA,,47.6118011,-122.335823,1,,,
1122,,WESTLAKE TNNL STA,,47.6112862,-122.337067,1,,,
1130,,PINE ST & 2ND AVE,,47.6101685,-122.340279,1,,,
1180,,PIKE ST & 4TH AVE,,47.6101418,-122.336685,1,,,
1190,,PIKE ST & 6TH AVE,,47.6110382,-122.334526,1,,,
1192,,CONV PL TNNL STA,,47.6139412,-122.33152,21,,,
1193,,CONV PL TNNL STA,,47.6137924,-122.331886,21,,,
1209,,CONVENTION PL & UNION ST,,47.6110382,-122.331863,1,,,
1215,,UNION ST & 6TH AVE,,47.6100769,-122.333923,1,,,
1230,,UNION ST & 4TH AVE,,47.6091309,-122.336174,1,,,
1250,,SENECA ST & 4TH AVE,,47.6074295,-122.33461,1,,,
1260,,SENECA ST & 6TH AVE,,47.6087418,-122.331474,1,,,
1270,,SPRING ST & 4TH AVE,,47.6068726,-122.333199,1,,,
1280,,SPRING ST & 6TH AVE,,47.6078148,-122.330948,21,,,
1300,,MADISON ST & 8TH AVE,,47.6080322,-122.328079,21,,,
1310,,YESLER WAY & POST AVE,,47.6016541,-122.334908,1,,,
1315,,YESLER WAY & 1ST AVE S,,47.6016541,-122.333649,1,,,
1340,,YESLER WAY & PREFONTAINE PL S,,47.6016502,-122.329865,1,,,
1350,,YESLER WAY & 6TH AVE S,,47.6016388,-122.325958,1,,,
1360,,YESLER WAY & 6TH AVE,,47.6017876,-122.327393,1,,,
1370,,YESLER WAY & DILLING WAY,,47.6017876,-122.329796,1,,,
1400,,MADISON ST & 5TH AVE,,47.6066437,-122.331779,1,,,
1415,,MADISON ST & 4TH AVE,,47.6059875,-122.333366,1,,,
1420,,MADISON ST & 2ND AVE,,47.6053276,-122.334923,1,,,
1425,,MADISON ST & 1ST AVE,,47.6047859,-122.33622,1,,,
1431,,MADISON ST & WESTERN AVE,,47.604332,-122.337296,1,,,
1450,,S MAIN ST & 2 AVE EXT S,,47.5999718,-122.330574,1,,,
1451,,S MAIN ST & 3RD AVE S,,47.5999718,-122.329826,1,,,
1466,,S JACKSON ST & 2ND AVE S,,47.5991325,-122.331215,21,,,
1471,,S JACKSON ST & 5TH AVE S,,47.5991249,-122.328033,71,,,
1480,,S JACKSON ST & MAYNARD AVE S,,47.5991211,-122.324562,21,,,
1490,,S JACKSON ST & 8TH AVE S,,47.5991173,-122.322037,21,,,
1495,,8TH AVE S & S KING ST,,47.5985146,-122.322548,21,,,
1500,,S JACKSON ST & 8TH AVE S,,47.5992584,-122.322327,1,,,
1510,,S JACKSON ST & MAYNARD AVE S,,47.5992584,-122.32547,1,,,
1530,,S JACKSON ST & 5TH AVE S,,47.5992661,-122.328377,1,,,
1535,,S JACKSON ST & OCCIDENTAL AVE S,,47.5992699,-122.332436,1,,,
1540,,JAMES ST & 5TH AVE,,47.6038132,-122.329102,1,,,
1550,,JAMES ST & 4TH AVE,,47.6031723,-122.330627,1,,,
1560,,JAMES ST & 3RD AVE,,47.6027794,-122.331192,1,,,
1570,,JAMES ST & 5TH AVE,,47.6037827,-122.328789,1,,,
1580,,MARION ST & 2ND AVE,,47.6045341,-122.334084,1,,,
1590,,MARION ST & 4TH AVE,,47.6054649,-122.331863,1,,,
1600,,6TH AVE & MARION ST,,47.606575,-122.33017,1,,,
1610,,PREFONTAINE PL S & YESLER WAY,,47.6017303,-122.330109,1,,,
1619,,WESTLAKE AVE & VIRGINIA ST,,47.6148682,-122.33786,21,,,
1630,,WESTLAKE AVE & OLIVE WAY,,47.6132851,-122.33754,1,,,
1690,,3RD AVE & VINE ST,,47.6168594,-122.348297,21,,,
1710,,TERRACE ST & 5TH AVE,,47.6021156,-122.328064,1,,,
1788,,ALASKAN WAY & PIKE ST,,47.6078644,-122.342842,21,,,
1789,,ALASKAN WAY & SPRING ST,,47.6043167,-122.339043,21,,,
1810,,ALASKAN WAY & CLAY ST,,47.6141663,-122.353729,21,,,
1811,,ALASKAN WAY & WALL ST,,47.6126671,-122.351051,21,,,
1833,,ALASKAN WAY & BELL ST,,47.611187,-122.348488,21,,,
1880,,ALASKAN WAY & MADISON ST,,47.6033936,-122.338196,21,,,
1881,,ALASKAN WAY & MARION ST,,47.6028442,-122.337708,21,,,
1890,,MARION ST & 1ST AVE,,47.6041412,-122.335014,1,,,
1920,,LENORA ST & 4TH AVE,,47.6139717,-122.341286,1,,,
2010,,10TH AVE W & W FULTON ST,,47.6453514,-122.37027,21,,,
2020,,10TH AVE W & W BOTHWELL ST,,47.6434898,-122.3703,21,,,
2030,,10TH AVE W & W HALLADAY ST,,47.6417961,-122.370163,21,,,
2050,,10TH AVE W & W MCGRAW ST,,47.6394577,-122.370407,21,,,
2060,,10TH AVE W & W CROCKETT ST,,47.6375885,-122.370438,21,,,
2070,,10TH AVE W & W HOWE ST,,47.6357689,-122.370468,21,,,
2080,,10TH AVE W & W BLAINE ST,,47.6345634,-122.370468,21,,,
2090,,10TH AVE W & W GALER ST,,47.63237,-122.370506,21,,,
2100,,OLYMPIC WAY W & W LEE ST,,47.6308479,-122.369942,21,,,
2110,,OLYMPIC WAY W & 9TH AVE W,,47.6295013,-122.368645,21,,,
2120,,OLYMPIC WAY W & 7TH AVE W,,47.6276131,-122.366104,21,,,
2130,,OLYMPIC WAY W & 5TH AVE W,,47.6266861,-122.36335,21,,,
2140,,W OLYMPIC PL & 3RD AVE W,,47.626667,-122.360313,21,,,
2150,,W ROY ST & 2ND AVE W,,47.6256523,-122.358772,21,,,
2180,,QUEEN ANNE AVE N & W HARRISON ST,,47.6218376,-122.356834,21,,,
2200,,QUEEN ANNE AVE N & W JOHN ST,,47.6192131,-122.356857,21,,,
2210,,1ST AVE & BAY ST,,47.6179619,-122.354469,21,,,
2212,,BROAD ST & 2ND AVE,,47.6177864,-122.351242,21,,,
2215,,BROAD ST & 5TH AVE N,,47.6209717,-122.347404,21,,,
2218,,BROAD ST & 2ND AVE,,47.6176834,-122.351654,21,,,
2220,,3RD AVE & CEDAR ST,,47.6168747,-122.348625,21,,,
2235,,DENNY WAY & WARREN PL,,47.6185341,-122.354233,21,,,
2240,,DENNY WAY & 3RD AVE,,47.6185188,-122.35112,21,,,
2245,,DENNY WAY & CEDAR ST,,47.6185074,-122.34787,21,,,
2247,,DENNY WAY & 6TH AVE,,47.6184959,-122.345139,21,,,
2250,,DENNY WAY & DEXTER AVE,,47.6184845,-122.342545,21,,,
2255,,DENNY WAY & WESTLAKE AVE,,47.6184654,-122.338226,21,,,
2260,,DENNY WAY & FAIRVIEW AVE,,47.6184654,-122.334457,21,,,
2262,,DENNY WAY & STEWART ST,,47.6184273,-122.330917,21,,,
2265,,E DENNY WAY & E OLIVE WAY,,47.6184235,-122.325821,21,,,
2275,,E DENNY WAY & BELLEVUE AVE E,,47.6185646,-122.326645,21,,,
2280,,DENNY WAY & PONTIUS AVE N,,47.6185799,-122.331673,21,,,
2285,,DENNY WAY & FAIRVIEW AVE N,,47.6186066,-122.334213,21,,,
2291,,DENNY WAY & WESTLAKE AVE,,47.6186104,-122.33902,21,,,
2295,,DENNY WAY & DEXTER AVE N,,47.618618,-122.342163,21,,,
2297,,DENNY WAY & 6TH AVE N,,47.6186295,-122.345291,21,,,
2300,,DENNY WAY & 5TH AVE N,,47.6186485,-122.347839,21,,,
2320,,1ST AVE & BROAD ST,,47.6172142,-122.352859,21,,,
2330,,1ST AVE N & DENNY WAY,,47.6189003,-122.355354,21,,,
2360,,1ST AVE N & REPUBLICAN ST,,47.6231918,-122.355316,21,,,
2370,,MERCER ST & QUEEN ANNE AVE N,,47.6246529,-122.356544,21,,,
2390,,2ND AVE W & W ROY ST,,47.6258965,-122.359207,21,,,
2400,,W OLYMPIC PL & 3RD AVE W,,47.6268005,-122.360535,21,,,
2410,,W OLYMPIC PL & 5TH AVE W,,47.6268044,-122.363159,21,,,
2420,,OLYMPIC WAY W & 7TH AVE W,,47.6278572,-122.366356,21,,,
2430,,OLYMPIC WAY W & W PROSPECT ST,,47.6290588,-122.367981,21,,,
2440,,OLYMPIC WAY W & W LEE ST,,47.631279,-122.37011,21,,,
2450,,10TH AVE W & W GALER ST,,47.6325035,-122.3703,21,,,
2460,,10TH AVE W & W BLAINE ST,,47.6349602,-122.370262,21,,,
2470,,10TH AVE W & W HOWE ST,,47.6361542,-122.370247,21,,,
2480,,10TH AVE W & W CROCKETT ST,,47.6379814,-122.370216,21,,,
2490,,10TH AVE W & W MCGRAW ST,,47.6397705,-122.370125,21,,,
2500,,10TH AVE W & W HALLADAY ST,,47.6421928,-122.369957,21,,,
2510,,10TH AVE W & W NEWELL ST,,47.6444588,-122.370094,21,,,
2520,,9TH AVE W & W ARMOUR ST,,47.6453171,-122.369278,21,,,
2550,,7TH AVE W & W PLEASANT PL,,47.642765,-122.366341,21,,,
2560,,7TH AVE W & W WHEELER ST,,47.6404915,-122.366379,21,,,
2570,,W MCGRAW ST & 6TH AVE W,,47.6395226,-122.365318,21,,,
2580,,6TH AVE W & W CROCKETT ST,,47.6375618,-122.365082,21,,,
2590,,6TH AVE W & W HOWE ST,,47.6360245,-122.365097,21,,,
2600,,6TH AVE W & W BLAINE ST,,47.6345291,-122.36512,21,,,
2610,,6TH AVE W & W GALER ST,,47.6324539,-122.36515,21,,,
2620,,W GALER ST & 5TH AVE W,,47.6322632,-122.362785,21,,,
2630,,W GALER ST & 2ND AVE W,,47.6322479,-122.358826,21,,,
2640,,QUEEN ANNE AVE N & W GALER ST,,47.6318359,-122.356697,21,,,
2650,,QUEEN ANNE AVE N & W COMSTOCK ST,,47.6304893,-122.356712,21,,,
2660,,QUEEN ANNE AVE N & W HIGHLAND DR,,47.629612,-122.35672,21,,,
2670,,QUEEN ANNE AVE N & W PROSPECT ST,,47.6285057,-122.356773,21,,,
2672,,QUEEN ANNE AVE N & W MERCER ST,,47.6243057,-122.356819,21,,,
2680,,QUEEN ANNE AVE N & W ALOHA ST,,47.6268921,-122.356789,21,,,
2690,,1ST AVE N & MERCER ST,,47.6247406,-122.355301,21,,,
2699,,ROY ST & WARREN AVE N,,47.625515,-122.354492,21,,,
2710,,QUEEN ANNE AVE N & ALOHA ST,,47.6271095,-122.356583,21,,,
2720,,QUEEN ANNE AVE N & WARD ST,,47.6283188,-122.356583,21,,,
2730,,QUEEN ANNE AVE N & HIGHLAND DR,,47.6297913,-122.356514,21,,,
2740,,QUEEN ANNE AVE N & W LEE ST,,47.6314926,-122.356491,21,,,
2760,,W GALER ST & 1ST AVE W,,47.6323891,-122.35862,21,,,
2770,,W GALER ST & 3RD AVE W,,47.6323929,-122.361282,21,,,
2780,,W GALER ST & 5TH AVE W,,47.6324005,-122.364029,21,,,
2790,,6TH AVE W & W GARFIELD ST,,47.633709,-122.364929,21,,,
2800,,6TH AVE W & W HOWE ST,,47.6361618,-122.364891,21,,,
2810,,6TH AVE W & W CROCKETT ST,,47.6379738,-122.364876,21,,,
2820,,6TH AVE W & W MCGRAW ST,,47.639843,-122.364853,21,,,
2830,,6TH AVE W & W SMITH ST,,47.6416321,-122.364822,21,,,
2840,,6TH AVE W & W RAYE ST,,47.6430054,-122.364807,21,,,
2850,,MADRONA PARK & LK WASHINGTON BLVD,,47.6122246,-122.281738,21,,,
2860,,MADRONA DR & NEWPORT WAY,,47.6132622,-122.282372,21,,,
2870,,MADRONA DR & E PINE ST,,47.6152191,-122.283791,21,,,
2880,,MADRONA DR & E OLIVE ST,,47.6166878,-122.2845,21,,,
2890,,MADRONA DR & MADRONA PL E,,47.6183434,-122.285248,21,,,
2900,,E DENNY WAY & E FLORENCE CT,,47.6183586,-122.288643,21,,,
2910,,34TH AVE & E HOWELL ST,,47.6173973,-122.289284,21,,,
2911,,34TH AVE & E OLIVE ST,,47.6163025,-122.289307,21,,,
2920,,34TH AVE & E PINE ST,,47.6149902,-122.289352,21,,,
2930,,34TH AVE & E UNION ST,,47.6130104,-122.289406,21,,,
2940,,E UNION ST & 33RD AVE,,47.6129761,-122.290794,21,,,
2950,,E UNION ST & 31ST AVE,,47.6130104,-122.292931,21,,,
2960,,E UNION ST & 29TH AVE,,47.6130257,-122.295288,21,,,
2970,,E UNION ST & 27TH AVE,,47.6130104,-122.297836,21,,,
2980,,E UNION ST & 25TH AVE,,47.6130104,-122.300453,21,,,
2995,,E UNION ST & 23RD AVE,,47.6130104,-122.302994,21,,,
3000,,E UNION ST & 20TH AVE,,47.6129837,-122.306168,21,,,
3010,,E UNION ST & 18TH AVE,,47.6129761,-122.309349,21,,,
3020,,E UNION ST & 16TH AVE,,47.6129761,-122.31192,21,,,
3030,,E UNION ST & 14TH AVE,,47.6129837,-122.314415,21,,,
3031,,E UNION ST & 12TH AVE,,47.6129837,-122.317093,21,,,
3032,,E UNION ST & BROADWAY,,47.613018,-122.320602,21,,,
3033,,SENECA ST & HARVARD AVE,,47.6126175,-122.322342,21,,,
3034,,SENECA ST & SUMMIT AVE,,47.6116333,-122.324577,21,,,
3035,,SENECA ST & BOREN AVE,,47.6109352,-122.326233,21,,,
3036,,SENECA ST & TERRY AVE,,47.6102333,-122.327911,21,,,
3037,,SENECA ST & 8TH AVE,,47.6092873,-122.330177,21,,,
3150,,SENECA ST & 8TH AVE,,47.6092072,-122.329987,21,,,
3151,,SENECA ST & 9TH AVE,,47.6099014,-122.328323,21,,,
3152,,SENECA ST & BOREN AVE,,47.6108208,-122.326126,21,,,
3153,,SENECA ST & SUMMIT AVE,,47.611763,-122.323883,21,,,
3154,,SENECA ST & BOYLSTON AVE,,47.6122246,-122.322777,21,,,
3155,,E UNION ST & BROADWAY,,47.6128845,-122.320389,21,,,
3156,,E MADISON ST & MADISON CT,,47.6124802,-122.317421,21,,,
3160,,E UNION ST & 13TH AVE,,47.6128464,-122.315636,21,,,
3170,,E UNION ST & 14TH AVE,,47.6128464,-122.313744,21,,,
3180,,E UNION ST & 16TH AVE,,47.6128426,-122.3116,21,,,
3190,,E UNION ST & 18TH AVE,,47.6128349,-122.309021,21,,,
3200,,E UNION ST & 20TH AVE,,47.6128426,-122.306412,21,,,
3210,,E UNION ST & 23RD AVE,,47.6128731,-122.301941,21,,,
3220,,E UNION ST & 26TH AVE,,47.6128654,-122.298485,21,,,
3230,,E UNION ST & MARTIN L KING JR WAY,,47.6128845,-122.295647,21,,,
3240,,E UNION ST & 30TH AVE,,47.6128731,-122.293747,21,,,
3250,,E UNION ST & 32ND AVE,,47.6128464,-122.291183,21,,,
3271,,34TH AVE & E OLIVE ST,,47.6166916,-122.289101,21,,,
3280,,34TH AVE & E HOWELL ST,,47.6175537,-122.289078,21,,,
3293,,34TH AVE & E PIKE ST,,47.6140785,-122.289169,21,,,
3300,,MADRONA DR & 38TH AVE,,47.6181488,-122.285156,21,,,
3310,,MADRONA DR & E OLIVE ST,,47.6165237,-122.284706,21,,,
3320,,MADRONA DR & E PINE ST,,47.6150093,-122.283859,21,,,
3330,,MADRONA DR & NEWPORT WAY,,47.6134911,-122.2827,21,,,
3380,,BEACON AVE S & S COLUMBIAN WAY,,47.5592194,-122.304161,21,,,
3400,,BEACON AVE S & VA HOSPITAL,,47.5634689,-122.305481,21,,,
3410,,BEACON AVE S & JEFF GOLF COURSE,,47.5673256,-122.306671,21,,,
3420,,BEACON AVE S & JEFF COMM CENTER,,47.5698128,-122.307449,21,,,
3430,,BEACON AVE S & S SPOKANE ST,,47.5724297,-122.308296,21,,,
3450,,BEACON AVE S & S HANFORD ST,,47.5753593,-122.309196,21,,,
3460,,BEACON AVE S & S STEVENS ST,,47.5772667,-122.310219,21,,,
3470,,BEACON AVE S & S LANDER ST,,47.579319,-122.312119,74,,,
3471,,S MCCLELLAN ST & 26TH AVE S,,47.5784187,-122.299278,21,,,
3472,,S MCCLELLAN ST & 19TH AVE S,,47.5786705,-122.308067,21,,,
3473,,S MCCLELLAN ST & 22ND AVE S,,47.5784187,-122.304237,21,,,
3474,,S MCCLELLAN ST & 23RD AVE S,,47.5782852,-122.303528,21,,,
3475,,S MCCLELLAN ST & 19TH AVE S,,47.5788078,-122.307953,21,,,
3476,,S MCCLELLAN ST & 26TH AVE S,,47.5782852,-122.299004,21,,,
3480,,BEACON AVE S & 15TH AVE S,,47.5805359,-122.31324,21,,,
3500,,14TH AVE S & S HILL ST,,47.584507,-122.314583,21,,,
3515,,14TH AVE S & S HOLGATE ST,,47.5866051,-122.314568,21,,,
3530,,S MASSACHUSETTS ST & 14TH AVE S,,47.5885086,-122.315208,21,,,
3541,,12TH AVE S & S MASSACHUSETTS ST,,47.5887604,-122.317177,21,,,
3550,,12TH AVE S & S ATLANTIC ST,,47.5902519,-122.317177,21,,,
3570,,12TH AVE S & S JUDKINS ST,,47.59272,-122.317177,21,,,
3580,,S CHARLES ST & GOLF DR S,,47.5941391,-122.316742,21,,,
3590,,12TH AVE S & S WELLER ST,,47.5977211,-122.317123,21,,,
3600,,S JACKSON ST & 12TH AVE S,,47.5992584,-122.317749,21,,,
3700,,12TH AVE S & S JACKSON ST,,47.5987816,-122.317329,21,,,
3710,,12TH AVE S & S WELLER ST,,47.5973053,-122.317329,21,,,
3730,,GOLF DR S & 14TH AVE S,,47.5934296,-122.315361,21,,,
3740,,14TH AVE S & S JUDKINS ST,,47.5911903,-122.314949,21,,,
3760,,14TH AVE S & S MASSACHUSETTS ST,,47.588192,-122.314964,21,,,
3770,,14TH AVE S & S HOLGATE ST,,47.5861397,-122.314774,21,,,
3780,,14TH AVE S & S WALKER ST,,47.5835648,-122.314796,21,,,
3800,,BEACON AVE S & S BAYVIEW ST,,47.5807152,-122.313637,21,,,
3810,,BEACON AVE S & S LANDER ST,,47.579258,-122.312302,74,,,
3820,,BEACON AVE S & S STEVENS ST,,47.5771179,-122.310318,21,,,
3830,,BEACON AVE S & S HANFORD ST,,47.5751915,-122.309349,21,,,
3860,,BEACON AVE S & S SPOKANE ST,,47.5715714,-122.308243,21,,,
3870,,BEACON AVE S & JEFF COMM CENTER,,47.5697479,-122.30764,21,,,
3880,,BEACON AVE S & JEFF GOLF COURSE,,47.5668449,-122.30674,21,,,
3881,,BEACON AVE S & VA HOSPITAL,,47.5630112,-122.305534,21,,,
3883,,BEACON AVE S & S COLUMBIAN WAY,,47.5592766,-122.304665,21,,,
3890,,W RAYE ST & 1ST AVE W,,47.6433067,-122.358635,21,,,
3910,,W MCGRAW ST & 2ND AVE W,,47.639534,-122.359222,21,,,
3920,,QUEEN ANNE AVE N & W MCGRAW ST,,47.6393242,-122.357025,21,,,
3930,,BOSTON ST & QUEEN ANNE AVE N,,47.6383171,-122.356544,21,,,
3940,,BOSTON ST & WARREN AVE N,,47.6381989,-122.354492,21,,,
3950,,BOSTON ST & NOB HILL AVE N,,47.6381874,-122.350861,21,,,
3960,,BOSTON ST & BIGELOW AVE N,,47.6381874,-122.348404,21,,,
3980,,5TH AVE N & NEWTON ST,,47.6363068,-122.347229,21,,,
3990,,TAYLOR AVE N & BLAINE ST,,47.6346245,-122.347504,21,,,
4000,,TAYLOR AVE N & GARFIELD ST,,47.6331482,-122.346054,21,,,
4010,,TAYLOR AVE N & LEE ST,,47.6310997,-122.346367,21,,,
4020,,TAYLOR AVE N & PROSPECT ST,,47.6289787,-122.346329,21,,,
4040,,5TH AVE N & VALLEY ST,,47.6260185,-122.347649,21,,,
4050,,5TH AVE N & MERCER ST,,47.6240044,-122.347748,21,,,
4070,,5TH AVE N & BROAD ST,,47.6210899,-122.34771,21,,,
4080,,5TH AVE N & JOHN ST,,47.6191978,-122.347717,21,,,
4200,,CEDAR ST & DENNY WAY,,47.6185341,-122.347504,21,,,
4220,,5TH AVE N & BROAD ST,,47.6212959,-122.347504,21,,,
4230,,5TH AVE N & REPUBLICAN ST,,47.6235962,-122.347366,21,,,
4245,,VALLEY ST & TAYLOR AVE N,,47.6262131,-122.346382,21,,,
4265,,TAYLOR AVE N & PROSPECT ST,,47.6291313,-122.346123,21,,,
4280,,TAYLOR AVE N & LEE ST,,47.6313591,-122.346161,21,,,
4290,,TAYLOR AVE N & GALER ST,,47.6325111,-122.345848,21,,,
4300,,TAYLOR AVE N & 5TH AVE N,,47.634243,-122.346245,21,,,
4325,,5TH AVE N & NEWTON ST,,47.6367569,-122.347008,21,,,
4340,,BOSTON ST & 4TH AVE N,,47.6383286,-122.349785,21,,,
4355,,BOSTON ST & 2ND AVE N,,47.6383324,-122.353416,21,,,
4370,,BOSTON ST & 1ST AVE N,,47.6384506,-122.356247,21,,,
4380,,QUEEN ANNE AVE N & MCGRAW ST,,47.6397896,-122.356804,21,,,
